listing_id,sale_price,date_sold,days_on_market
l00723,429488.02,unknown,118.01
l00093,309201.99,unknown,41.01
l00858,459195.0,unknown,58.0
l00619,486192.0,unknown,93.0
l00352,979987.01,unknown,107.99
l00933,1566644.01,unknown,106.01
l00281,254642.0,unknown,102.98
l00421,898714.0,unknown,65.02
l01115,1639561.0,unknown,92.99
l00360,1283857.01,unknown,21.0
l00423,233100.99,unknown,31.0
l00679,2042998.01,unknown,23.0
l00527,1411710.0,unknown,86.0
l00478,908484.01,unknown,39.01
l01095,1425926.99,unknown,71.0
l00183,1938677.98,unknown,62.0
l01092,2035301.01,unknown,56.99
l00433,1989366.0,unknown,34.99
l00111,1177535.0,unknown,27.01
l00371,636629.99,unknown,83.01
l00240,352305.0,unknown,93.0
l00709,178158.0,unknown,9.0
l00630,1185283.01,unknown,81.01
l00594,1155837.01,unknown,28.0
l00486,300247.0,unknown,96.0
l00701,370705.01,unknown,68.0
l00262,1164413.0,unknown,83.02
l00480,125665.01,unknown,16.0
l00650,2004323.01,unknown,84.99
l00340,1368822.99,unknown,109.99
l00669,1390126.0,unknown,105.01
l00552,367366.02,unknown,43.0
l00459,1028355.0,unknown,49.0
l00184,858884.99,unknown,58.01
l00138,1715068.0,unknown,5.01
l01161,510566.0,unknown,75.99
l00707,312595.01,unknown,35.01
l00582,1080319.98,unknown,29.03
l00081,490997.02,unknown,20.0
l00769,870083.0,unknown,71.98
l00870,1789894.0,unknown,17.0
l00762,1335954.99,unknown,83.99
l00030,1292228.0,unknown,51.0
l00542,865465.0,unknown,115.0
l00166,1207647.99,unknown,102.0
l00249,1447699.0,unknown,74.01
l00308,152639.0,unknown,69.01
l00448,1025667.0,unknown,33.0
l00347,1875273.99,unknown,63.99
l00335,471649.01,unknown,103.01
l00286,823868.0,unknown,85.0
l00950,1553204.01,unknown,89.01
l00098,551772.99,unknown,31.02
l00468,748111.99,unknown,40.0
l01037,1516548.01,unknown,11.0
l00913,494668.01,unknown,28.99
l00756,1207681.0,unknown,19.01
l00945,1412443.01,unknown,106.0
l00614,570725.01,unknown,23.99
l00802,1617616.0,unknown,92.02
l00758,984325.0,unknown,113.0
l00689,1003140.01,unknown,64.99
l00066,1519980.0,unknown,68.0
l00794,354411.0,unknown,26.99
l00744,1867193.0,unknown,25.0
l00568,1644590.0,unknown,90.01
l01084,435643.01,unknown,10.01
l01099,485173.99,unknown,11.01
l00303,1155358.0,unknown,87.0
l00255,239065.02,unknown,51.0
l00959,1666414.0,unknown,41.0
l01024,740509.99,unknown,31.0
l00313,534323.0,unknown,60.01
l00530,1072820.0,unknown,36.99
l00222,1302772.0,unknown,47.0
l00389,1412703.01,unknown,82.99
l00236,1166066.02,unknown,108.0
l00810,1149860.01,unknown,117.97
l00483,1410984.01,unknown,102.02
l00713,1925424.01,unknown,63.01
l00306,283037.0,unknown,10.0
l01111,904215.01,unknown,18.0
l01090,1454524.01,unknown,99.0
l00772,429044.99,unknown,11.0
l00917,456605.99,unknown,73.0
l01139,128547.0,unknown,27.01
l00250,697537.0,unknown,24.99
l00760,558118.0,unknown,105.0
l00595,1451672.01,unknown,8.01
l00072,1984691.99,unknown,67.01
l00095,1023917.02,unknown,69.99
l00546,1523273.0,unknown,19.01
l00034,1168740.01,unknown,14.0
l00862,834673.01,unknown,118.98
l00579,647297.0,unknown,34.98
l00449,990676.01,unknown,97.01
l00446,1852444.0,unknown,61.01
l00260,1313949.0,unknown,79.99
l00205,122138.0,unknown,79.0
l00573,557207.0,unknown,45.99
l00824,892079.99,unknown,58.02
l00586,399629.0,unknown,30.0
l00366,1004249.99,unknown,99.99
l00812,383243.01,unknown,90.99
l00078,152524.01,unknown,119.01
l00085,1031729.99,unknown,46.01
l00539,1465498.99,unknown,34.01
l00083,876184.0,unknown,103.99
l00458,948950.01,unknown,18.99
l01138,972091.99,unknown,46.0
l00615,192157.0,unknown,34.0
l01186,552202.99,unknown,16.99
l01076,133535.0,unknown,35.0
l00737,880246.99,unknown,99.01
l00437,200155.99,unknown,57.02
l00555,160137.0,unknown,116.0
l01080,792875.0,unknown,29.97
l01062,336748.01,unknown,53.01
l00351,1032111.0,unknown,119.0
l00197,1347714.01,unknown,32.98
l00465,1679088.99,unknown,13.99
l00589,1364749.01,unknown,65.0
l00006,1533438.02,unknown,79.01
l00311,378091.02,unknown,66.99
l00662,444829.0,unknown,11.0
l00405,336610.01,unknown,118.0
l01196,443291.99,unknown,59.99
l01044,1226345.02,unknown,23.0
l01058,951027.99,unknown,32.0
l00105,606082.01,unknown,82.99
l00537,1223304.01,unknown,63.02
l00606,278628.0,unknown,26.98
l00063,1471037.0,unknown,54.0
l00282,1051676.0,unknown,52.01
l01056,1786323.0,unknown,22.01
l00239,2048808.0,unknown,62.99
l00224,537954.99,unknown,97.01
l00146,192930.0,unknown,29.01
l01119,1470590.0,unknown,85.0
l00374,1195569.01,unknown,50.0
l00119,1822650.0,unknown,39.02
l00803,1869882.02,unknown,29.99
l00251,419958.02,unknown,47.0
l01157,535114.0,unknown,21.0
l00010,1869003.02,unknown,9.01
l00450,1107984.01,unknown,93.02
l00874,871034.99,unknown,77.0
l00390,1646645.99,unknown,12.0
l00966,869248.99,unknown,40.01
l00461,1986334.99,unknown,21.99
l01147,1321870.99,unknown,19.0
l00145,767089.0,unknown,114.0
l00502,729156.99,unknown,64.0
l01108,1042462.99,unknown,63.0
l00540,1053416.99,unknown,58.0
l00178,339296.99,unknown,26.01
l01159,816089.99,unknown,101.98
l01051,851150.0,unknown,48.02
l00584,1493658.98,unknown,32.99
l01195,392190.01,unknown,118.01
l00008,853592.0,unknown,42.01
l00574,766938.02,unknown,82.0
l00843,1476022.0,unknown,25.0
l00358,646043.99,unknown,106.01
l00330,1691542.0,unknown,106.0
l00705,1973194.01,unknown,85.98
l00830,435817.01,unknown,83.02
l00259,1577127.0,unknown,120.01
l00891,1485760.0,unknown,25.99
l00834,1788949.0,unknown,78.0
l01188,1441257.02,unknown,74.99
l00905,1527748.0,unknown,114.01
l00526,339477.0,unknown,34.0
l00814,505407.01,unknown,15.99
l00732,714721.0,unknown,56.99
l01032,543686.99,unknown,113.99
l01141,354941.0,unknown,71.0
l00441,1586402.0,unknown,67.0
l00532,285682.99,unknown,114.99
l00960,956749.99,unknown,32.0
l00229,245398.0,unknown,80.01
l01041,893217.0,unknown,64.99
l00213,1903132.01,unknown,112.01
l00080,1506830.0,unknown,64.0
l00149,327825.98,unknown,40.0
l00592,1493419.99,unknown,6.0
l00708,1986583.01,unknown,98.0
l00590,389074.99,unknown,59.0
l00134,518977.0,unknown,99.01
l00782,328265.0,unknown,116.0
l00409,1392735.98,unknown,36.0
l00970,682472.0,unknown,36.01
l00508,1360596.0,unknown,45.98
l00877,1677453.0,unknown,59.99
l00505,308227.99,unknown,79.0
l00719,172824.0,unknown,32.99
l00348,2031708.0,unknown,118.99
l00387,1593700.0,unknown,79.98
l00001,1732445.0,unknown,23.99
l00361,1783213.01,unknown,78.01
l01134,1202401.02,unknown,119.01
l00476,985926.01,unknown,5.0
l00778,880605.01,unknown,58.01
l00754,1470514.0,unknown,10.01
l00173,1222863.02,unknown,10.01
l00451,1317962.01,unknown,64.99
l00126,1751499.96,unknown,97.98
l00931,1224704.0,unknown,102.99
l00531,853529.02,unknown,68.99
l00091,1038301.01,unknown,9.0
l01162,1478774.99,unknown,58.98
l00182,1715178.99,unknown,72.01
l01027,1345688.99,unknown,55.01
l01000,1260555.99,unknown,65.98
l00252,351045.0,unknown,108.01
l00070,1903299.01,unknown,107.02
l00132,1973250.0,unknown,94.0
l00301,1228653.99,unknown,110.01
l01133,1151401.0,unknown,17.01
l00327,1228788.99,unknown,62.0
l01020,1642955.0,unknown,67.99
l00500,284580.01,unknown,35.01
l00666,1646702.0,unknown,15.0
l00919,235531.01,unknown,76.0
l00496,208093.01,unknown,101.01
l00339,1699184.99,unknown,6.01
l00964,1290491.01,unknown,93.01
l00165,1724484.0,unknown,98.01
l00029,413548.0,unknown,56.99
l00517,1679332.02,unknown,32.0
l00194,303524.0,unknown,20.98
l01104,886595.99,unknown,50.0
l00170,1857421.99,unknown,42.01
l01059,1084816.0,unknown,35.01
l00174,1682426.0,unknown,87.0
l00519,1306262.01,unknown,16.0
l00969,744727.99,unknown,6.99
l00702,1744115.99,unknown,66.0
l00492,1859727.99,unknown,89.99
l00074,1998241.0,unknown,44.0
l00981,1443575.99,unknown,25.0
l00588,1040495.99,unknown,95.0
l00235,1053859.0,unknown,62.98
l00215,1022035.98,unknown,114.01
l00947,211811.0,unknown,78.0
l00133,825686.0,unknown,100.0
l01156,1657590.99,unknown,79.01
l00733,1411358.01,unknown,8.0
l00941,1609021.0,unknown,62.99
l00186,585804.99,unknown,64.0
l00042,317846.0,unknown,103.0
l00109,1814665.0,unknown,22.0
l00849,1514836.0,unknown,116.0
l00569,1371195.99,unknown,95.01
l00651,406057.0,unknown,56.02
l01001,1765934.98,unknown,28.0
l01166,745746.99,unknown,106.01
l00484,272035.0,unknown,116.01
l00469,136756.02,unknown,52.0
l00025,1200286.0,unknown,85.02
l00661,1261264.0,unknown,64.0
l00680,1819313.0,unknown,95.01
l00753,1924218.01,unknown,86.03
l00994,479270.99,unknown,5.0
l00367,754250.98,unknown,114.99
l00840,148297.0,unknown,85.01
l01053,753296.01,unknown,14.01
l00384,1814035.0,unknown,54.0
l00455,1000981.0,unknown,118.98
l00265,473311.98,unknown,93.0
l00761,832045.01,unknown,47.01
l00980,367084.99,unknown,71.99
l00445,647016.02,unknown,8.99
l00396,742620.01,unknown,42.02
l00742,545167.01,unknown,58.99
l00177,1270616.0,unknown,101.02
l00019,1492786.0,unknown,39.01
l00949,357662.99,unknown,94.0
l00815,1474945.0,unknown,83.0
l00596,320125.99,unknown,74.02
l00062,450852.01,unknown,77.99
l00273,1141401.01,unknown,105.99
l01126,808373.0,unknown,31.01
l00279,1367990.99,unknown,105.01
l00842,1190670.0,unknown,92.0
l00369,595605.0,unknown,15.02
l00887,999127.01,unknown,84.01
l01015,1634989.0,unknown,116.98
l00860,1505136.0,unknown,47.01
l00721,634513.0,unknown,98.97
l00826,1372828.0,unknown,11.99
l00548,943382.0,unknown,70.02
l00880,683499.99,unknown,91.02
l00900,536757.0,unknown,51.0
l00457,229304.01,unknown,118.0
l00394,1873026.0,unknown,11.0
l00676,124983.02,unknown,19.0
l00912,1558053.0,unknown,54.01
l00965,795843.0,unknown,51.02
l00376,692834.0,unknown,64.0
l00413,1844714.0,unknown,84.02
l00075,480094.0,unknown,10.0
l01122,1301973.0,unknown,51.02
l00863,694502.0,unknown,51.01
l00501,692268.0,unknown,27.0
l00942,528258.0,unknown,87.0
l00617,801197.02,unknown,75.99
l00115,1858183.0,unknown,95.0
l00418,1312981.98,unknown,13.01
l00602,285878.01,unknown,75.99
l00605,1502916.01,unknown,95.01
l00090,514195.0,unknown,103.99
l01149,1288816.99,unknown,31.01
l00499,811717.99,unknown,22.0
l00876,884518.02,unknown,47.0
l00927,1384196.01,unknown,35.01
l00999,1856712.01,unknown,74.0
l00012,1870887.99,unknown,18.99
l00397,1507445.0,unknown,87.99
l00755,1589159.0,unknown,66.0
l00556,1652036.01,unknown,99.0
l00043,1928694.99,unknown,100.99
l00168,967202.0,unknown,78.99
l00417,1629135.0,unknown,115.99
l00577,1030107.99,unknown,94.0
l00268,1330386.0,unknown,31.0
l00808,1783157.98,unknown,101.0
l00427,942857.0,unknown,100.01
l00691,282092.01,unknown,101.99
l00545,1917896.0,unknown,33.01
l01123,1294669.98,unknown,46.0
l00675,1398092.01,unknown,50.0
l00690,503932.0,unknown,119.0
